type	time	latitude	longitude	altitude (ft)	eos	name
T	2014-02-01 18:51:35.088	43.152038000	-88.293042000	993.1		
T	2014-02-01 18:51:35.732	43.152038000	-88.293042000	993.1		
T	2014-02-01 18:51:36.045	43.152131000	-88.293030000	992.1		
T	2014-02-01 18:51:37.106	43.152221000	-88.293008000	991.5		
T	2014-02-01 18:51:38.061	43.152324000	-88.292997000	991.1		
T	2014-02-01 18:51:39.029	43.152421000	-88.292987000	991.1		
T	2014-02-01 18:51:40.02	43.152521000	-88.292967000	990.8		
T	2014-02-01 18:51:40.77	43.152521000	-88.292967000	990.8		
T	2014-02-01 18:51:41.1	43.152631000	-88.292953000	990.8		
T	2014-02-01 18:51:42.132	43.152731000	-88.292942000	990.8		
T	2014-02-01 18:51:43.242	43.152838000	-88.292974000	990.2		
T	2014-02-01 18:51:44.03	43.152948000	-88.292985000	988.8		
T	2014-02-01 18:51:45.057	43.153077000	-88.292971000	987.2		
T	2014-02-01 18:51:45.732	43.153077000	-88.292971000	987.2		
T	2014-02-01 18:51:46.039	43.153191000	-88.292969000	984.9		
T	2014-02-01 18:51:47.387	43.153289000	-88.292969000	982.9		
T	2014-02-01 18:51:48.172	43.153402000	-88.292967000	980.3		
T	2014-02-01 18:51:49.062	43.153530000	-88.292964000	977.4		
T	2014-02-01 18:51:50.036	43.153641000	-88.292965000	974.7		
T	2014-02-01 18:51:50.779	43.153641000	-88.292965000	974.7		
T	2014-02-01 18:51:51.15	43.153764000	-88.292973000	971.8		
T	2014-02-01 18:51:52.14	43.153884000	-88.292970000	968.8		
T	2014-02-01 18:51:53.101	43.153990000	-88.292966000	965.2		
T	2014-02-01 18:51:54.03	43.154103000	-88.292968000	961.3		
T	2014-02-01 18:51:55.133	43.154188000	-88.292959000	959.0		
T	2014-02-01 18:51:55.86	43.154188000	-88.292959000	959.0		
T	2014-02-01 18:51:56.143	43.154289000	-88.292963000	957.7		
T	2014-02-01 18:51:57.244	43.154342000	-88.292950000	957.0		
T	2014-02-01 18:51:58.02	43.154399000	-88.292926000	956.7		
T	2014-02-01 18:51:59.109	43.154477000	-88.292892000	956.4		
T	2014-02-01 18:52:00.191	43.154591000	-88.292875000	955.1		
T	2014-02-01 18:52:00.774	43.154591000	-88.292875000	955.1		
T	2014-02-01 18:52:01.476	43.154719000	-88.292859000	953.7		
T	2014-02-01 18:52:02.084	43.154848000	-88.292842000	952.4		
T	2014-02-01 18:52:03.094	43.154997000	-88.292854000	950.5		
T	2014-02-01 18:52:04.028	43.155128000	-88.292849000	950.5		
T	2014-02-01 18:52:05.083	43.155250000	-88.292838000	950.8		
T	2014-02-01 18:52:05.955	43.155250000	-88.292838000	950.8		
T	2014-02-01 18:52:06.122	43.155343000	-88.292851000	950.5		
T	2014-02-01 18:52:07.022	43.155429000	-88.292866000	950.5		
T	2014-02-01 18:52:08.032	43.155521000	-88.292875000	950.5		
T	2014-02-01 18:52:09.115	43.155572000	-88.292894000	950.1		
T	2014-02-01 18:52:10.097	43.155643000	-88.292914000	949.8		
T	2014-02-01 18:52:10.995	43.155643000	-88.292914000	949.8		
T	2014-02-01 18:52:11.287	43.155696000	-88.292929000	949.8		
T	2014-02-01 18:52:12.088	43.155750000	-88.292936000	949.5		
T	2014-02-01 18:52:13.1	43.155777000	-88.292939000	949.5		
T	2014-02-01 18:52:14.121	43.155826000	-88.292937000	949.5		
T	2014-02-01 18:52:15.124	43.155915000	-88.292943000	949.1		
T	2014-02-01 18:52:16.041	43.155915000	-88.292943000	949.1		
T	2014-02-01 18:52:16.412	43.156001000	-88.292951000	948.5		
T	2014-02-01 18:52:17.114	43.156105000	-88.292923000	948.2		
T	2014-02-01 18:52:18.071	43.156196000	-88.292919000	948.2		
T	2014-02-01 18:52:19.101	43.156266000	-88.292916000	948.2		
T	2014-02-01 18:52:20.118	43.156324000	-88.292913000	948.2		
T	2014-02-01 18:52:20.457	43.156324000	-88.292913000	948.2		
T	2014-02-01 18:52:21.196	43.156381000	-88.292910000	948.2		
T	2014-02-01 18:52:22.042	43.156435000	-88.292908000	948.2		
T	2014-02-01 18:52:23.134	43.156464000	-88.292888000	948.2		
T	2014-02-01 18:52:24.109	43.156494000	-88.292853000	948.2		
T	2014-02-01 18:52:25.391	43.156506000	-88.292784000	948.2		
T	2014-02-01 18:52:25.561	43.156506000	-88.292784000	948.2		
T	2014-02-01 18:52:26.172	43.156551000	-88.292675000	948.2		
T	2014-02-01 18:52:27.178	43.156589000	-88.292590000	948.2		
T	2014-02-01 18:52:28.029	43.156625000	-88.292493000	948.2		
T	2014-02-01 18:52:29.351	43.156664000	-88.292369000	948.2		
T	2014-02-01 18:52:30.107	43.156702000	-88.292265000	948.2		
T	2014-02-01 18:52:30.69	43.156702000	-88.292265000	948.2		
T	2014-02-01 18:52:31.102	43.156742000	-88.292164000	948.2		
T	2014-02-01 18:52:32.402	43.156770000	-88.292081000	948.2		
T	2014-02-01 18:52:33.107	43.156788000	-88.292030000	948.2		
T	2014-02-01 18:52:34.026	43.156809000	-88.291968000	948.2		
T	2014-02-01 18:52:36.078	43.156806000	-88.291966000	948.2		
T	2014-02-01 18:52:37.102	43.156811000	-88.291981000	948.2		
T	2014-02-01 18:52:41.081	43.156814000	-88.291976000	948.2		
T	2014-02-01 18:52:41.247	43.156813000	-88.291967000	948.2		
T	2014-02-01 18:53:11.044	43.156819000	-88.291966000	948.2		
T	2014-02-01 18:53:12.157	43.156824000	-88.291953000	948.2		
T	2014-02-01 18:53:12.281	43.156824000	-88.291953000	948.2		
T	2014-02-01 18:53:13.076	43.156838000	-88.291894000	948.5		
T	2014-02-01 18:53:14.116	43.156892000	-88.291775000	948.5		
T	2014-02-01 18:53:15.107	43.156944000	-88.291643000	948.2		
T	2014-02-01 18:53:16.059	43.157015000	-88.291465000	948.2		
T	2014-02-01 18:53:17.091	43.157015000	-88.291465000	948.2		
T	2014-02-01 18:53:17.213	43.157096000	-88.291246000	948.8		
T	2014-02-01 18:53:18.041	43.157169000	-88.291052000	948.8		
T	2014-02-01 18:53:19.115	43.157273000	-88.290774000	948.8		
T	2014-02-01 18:53:20.098	43.157369000	-88.290523000	949.8		
T	2014-02-01 18:53:21.154	43.157461000	-88.290284000	951.4		
T	2014-02-01 18:53:22.029	43.157557000	-88.290021000	950.8		
T	2014-02-01 18:53:23.107	43.157663000	-88.289745000	949.5		
T	2014-02-01 18:53:24.03	43.157770000	-88.289469000	948.5		
T	2014-02-01 18:53:25.071	43.157877000	-88.289161000	951.4		
T	2014-02-01 18:53:25.47	43.157877000	-88.289161000	951.4		
T	2014-02-01 18:53:26.195	43.157972000	-88.288901000	952.4		
T	2014-02-01 18:53:27.092	43.158084000	-88.288606000	955.1		
T	2014-02-01 18:53:28.131	43.158183000	-88.288324000	956.4		
T	2014-02-01 18:53:29.106	43.158283000	-88.288067000	955.4		
T	2014-02-01 18:53:30.056	43.158391000	-88.287786000	950.8		
T	2014-02-01 18:53:30.484	43.158391000	-88.287786000	950.8		
T	2014-02-01 18:53:31.117	43.158500000	-88.287547000	949.5		
T	2014-02-01 18:53:32.043	43.158599000	-88.287285000	948.2		
T	2014-02-01 18:53:33.09	43.158693000	-88.287057000	948.2		
T	2014-02-01 18:53:34.035	43.158776000	-88.286832000	948.8		
T	2014-02-01 18:53:35.098	43.158849000	-88.286571000	949.8		
T	2014-02-01 18:53:35.558	43.158849000	-88.286571000	949.8		
T	2014-02-01 18:53:36.051	43.158930000	-88.286321000	951.1		
T	2014-02-01 18:53:37.171	43.158930000	-88.286321000	951.1		
T	2014-02-01 18:53:37.314	43.158975000	-88.286114000	950.5		
T	2014-02-01 18:53:38.067	43.159032000	-88.285868000	949.8		
T	2014-02-01 18:53:39.084	43.159078000	-88.285644000	951.4		
T	2014-02-01 18:53:40.114	43.159125000	-88.285397000	951.8		
T	2014-02-01 18:53:41.103	43.159180000	-88.285134000	951.4		
T	2014-02-01 18:53:42.122	43.159180000	-88.285134000	951.4		
T	2014-02-01 18:53:42.281	43.159215000	-88.284892000	950.8		
T	2014-02-01 18:53:43.098	43.159251000	-88.284628000	950.5		
T	2014-02-01 18:53:44.092	43.159273000	-88.284423000	950.1		
T	2014-02-01 18:53:45.125	43.159278000	-88.284281000	950.1		
T	2014-02-01 18:53:46.218	43.159291000	-88.284169000	950.1		
T	2014-02-01 18:53:47.221	43.159298000	-88.284104000	949.8		
T	2014-02-01 18:53:48.065	43.159304000	-88.284049000	949.8		
T	2014-02-01 18:53:49.105	43.159309000	-88.284003000	949.8		
T	2014-02-01 18:53:50.25	43.159314000	-88.283964000	949.8		
T	2014-02-01 18:53:51.63	43.159320000	-88.283913000	949.5		
T	2014-02-01 18:53:52.015	43.159321000	-88.283852000	949.5		
T	2014-02-01 18:53:53.019	43.159323000	-88.283799000	949.5		
T	2014-02-01 18:53:54.035	43.159327000	-88.283741000	949.5		
T	2014-02-01 18:53:55.113	43.159327000	-88.283704000	949.5		
T	2014-02-01 18:53:55.822	43.159327000	-88.283704000	949.5		
T	2014-02-01 18:53:56.112	43.159331000	-88.283662000	949.5		
T	2014-02-01 18:53:57.051	43.159327000	-88.283610000	949.5		
T	2014-02-01 18:53:58.106	43.159324000	-88.283565000	949.5		
T	2014-02-01 18:53:59.095	43.159316000	-88.283505000	949.8		
T	2014-02-01 18:54:00.245	43.159313000	-88.283453000	949.8		
T	2014-02-01 18:54:00.898	43.159313000	-88.283453000	949.8		
T	2014-02-01 18:54:01.346	43.159316000	-88.283294000	949.8		
T	2014-02-01 18:54:02.025	43.159316000	-88.283181000	950.5		
T	2014-02-01 18:54:03.049	43.159314000	-88.282980000	951.1		
T	2014-02-01 18:54:04.107	43.159311000	-88.282763000	951.4		
T	2014-02-01 18:54:05.097	43.159297000	-88.282511000	951.8		
T	2014-02-01 18:54:05.939	43.159297000	-88.282511000	951.8		
T	2014-02-01 18:54:06.088	43.159280000	-88.282273000	952.1		
T	2014-02-01 18:54:07.105	43.159251000	-88.282011000	952.8		
T	2014-02-01 18:54:08.045	43.159223000	-88.281755000	951.8		
T	2014-02-01 18:54:09.123	43.159186000	-88.281514000	951.1		
T	2014-02-01 18:54:10.107	43.159137000	-88.281223000	953.7		
T	2014-02-01 18:54:11.145	43.159137000	-88.281223000	953.7		
T	2014-02-01 18:54:12.122	43.159021000	-88.280677000	958.0		
T	2014-02-01 18:54:13.131	43.158939000	-88.280397000	958.0		
T	2014-02-01 18:54:14.027	43.158872000	-88.280139000	957.7		
T	2014-02-01 18:54:15.119	43.158773000	-88.279826000	956.7		
T	2014-02-01 18:54:16.072	43.158679000	-88.279540000	955.4		
T	2014-02-01 18:54:16.283	43.158679000	-88.279540000	955.4		
T	2014-02-01 18:54:17.088	43.158586000	-88.279297000	954.4		
T	2014-02-01 18:54:18.13	43.158474000	-88.279019000	954.1		
T	2014-02-01 18:54:19.097	43.158369000	-88.278802000	954.7		
T	2014-02-01 18:54:20.051	43.158261000	-88.278543000	953.7		
T	2014-02-01 18:54:20.478	43.158261000	-88.278543000	953.7		
T	2014-02-01 18:54:21.155	43.158128000	-88.278272000	952.4		
T	2014-02-01 18:54:22.09	43.158004000	-88.278024000	952.4		
T	2014-02-01 18:54:23.091	43.157864000	-88.277736000	954.7		
T	2014-02-01 18:54:24.034	43.157728000	-88.277466000	955.4		
T	2014-02-01 18:54:25.105	43.157596000	-88.277210000	954.7		
T	2014-02-01 18:54:25.527	43.157596000	-88.277210000	954.7		
T	2014-02-01 18:54:26.136	43.157442000	-88.276919000	958.0		
T	2014-02-01 18:54:27.119	43.157308000	-88.276669000	958.0		
T	2014-02-01 18:54:28.058	43.157168000	-88.276401000	958.0		
T	2014-02-01 18:54:29.072	43.157018000	-88.276107000	957.0		
T	2014-02-01 18:54:30.14	43.156887000	-88.275849000	955.7		
T	2014-02-01 18:54:30.576	43.156887000	-88.275849000	955.7		
T	2014-02-01 18:54:31.187	43.156740000	-88.275560000	957.0		
T	2014-02-01 18:54:32.069	43.156602000	-88.275292000	958.0		
T	2014-02-01 18:54:33.028	43.156474000	-88.275045000	958.0		
T	2014-02-01 18:54:34.026	43.156325000	-88.274758000	958.0		
T	2014-02-01 18:54:35.207	43.156193000	-88.274494000	958.0		
T	2014-02-01 18:54:35.582	43.156193000	-88.274494000	958.0		
T	2014-02-01 18:54:36.155	43.156051000	-88.274215000	958.0		
T	2014-02-01 18:54:37.125	43.155897000	-88.273912000	958.0		
T	2014-02-01 18:54:38.026	43.155763000	-88.273643000	958.0		
T	2014-02-01 18:54:39.032	43.155611000	-88.273337000	958.0		
T	2014-02-01 18:54:40.036	43.155470000	-88.273051000	958.0		
T	2014-02-01 18:54:40.68	43.155470000	-88.273051000	958.0		
T	2014-02-01 18:54:41.024	43.155326000	-88.272780000	958.0		
T	2014-02-01 18:54:42.237	43.155170000	-88.272475000	958.0		
T	2014-02-01 18:54:43.034	43.155029000	-88.272201000	958.0		
T	2014-02-01 18:54:44.043	43.154883000	-88.271909000	958.0		
T	2014-02-01 18:54:45.034	43.154730000	-88.271621000	958.0		
T	2014-02-01 18:54:45.77	43.154730000	-88.271621000	958.0		
T	2014-02-01 18:54:46.35	43.154593000	-88.271356000	958.0		
T	2014-02-01 18:54:47.242	43.154478000	-88.271116000	958.0		
T	2014-02-01 18:54:48.105	43.154345000	-88.270861000	958.3		
T	2014-02-01 18:54:49.113	43.154223000	-88.270630000	958.0		
T	2014-02-01 18:54:50.033	43.154090000	-88.270373000	958.3		
T	2014-02-01 18:54:50.831	43.154090000	-88.270373000	958.3		
T	2014-02-01 18:54:51.12	43.153975000	-88.270128000	958.0		
T	2014-02-01 18:54:52.08	43.153843000	-88.269879000	958.3		
T	2014-02-01 18:54:53.089	43.153699000	-88.269610000	958.0		
T	2014-02-01 18:54:54.056	43.153584000	-88.269378000	958.3		
T	2014-02-01 18:54:55.034	43.153453000	-88.269146000	958.0		
T	2014-02-01 18:54:56.033	43.153453000	-88.269146000	958.0		
T	2014-02-01 18:54:56.378	43.153335000	-88.268912000	958.0		
T	2014-02-01 18:54:57.16	43.153224000	-88.268694000	958.7		
T	2014-02-01 18:54:58.023	43.153101000	-88.268464000	958.0		
T	2014-02-01 18:54:59.082	43.152992000	-88.268258000	960.0		
T	2014-02-01 18:55:00.228	43.152885000	-88.268047000	961.9		
T	2014-02-01 18:55:00.977	43.152885000	-88.268047000	961.9		
T	2014-02-01 18:55:01.201	43.152775000	-88.267839000	959.6		
T	2014-02-01 18:55:02.136	43.152688000	-88.267659000	959.3		
T	2014-02-01 18:55:03.114	43.152566000	-88.267434000	958.0		
T	2014-02-01 18:55:04.105	43.152457000	-88.267210000	958.0		
T	2014-02-01 18:55:05.262	43.152346000	-88.266981000	958.0		
T	2014-02-01 18:55:06.024	43.152346000	-88.266981000	958.0		
T	2014-02-01 18:55:06.176	43.152215000	-88.266713000	958.0		
T	2014-02-01 18:55:07.121	43.152096000	-88.266466000	958.0		
T	2014-02-01 18:55:08.071	43.151962000	-88.266206000	958.0		
T	2014-02-01 18:55:09.363	43.151822000	-88.265923000	958.0		
T	2014-02-01 18:55:10.048	43.151687000	-88.265662000	958.0		
T	2014-02-01 18:55:11.137	43.151687000	-88.265662000	958.0		
T	2014-02-01 18:55:11.289	43.151532000	-88.265361000	958.0		
T	2014-02-01 18:55:12.056	43.151387000	-88.265082000	958.0		
T	2014-02-01 18:55:13.096	43.151245000	-88.264812000	958.0		
T	2014-02-01 18:55:14.112	43.151083000	-88.264510000	958.0		
T	2014-02-01 18:55:15.087	43.150944000	-88.264234000	958.0		
T	2014-02-01 18:55:16.032	43.150793000	-88.263937000	958.0		
T	2014-02-01 18:55:16.25	43.150793000	-88.263937000	958.0		
T	2014-02-01 18:55:17.12	43.150633000	-88.263621000	958.0		
T	2014-02-01 18:55:18.031	43.150490000	-88.263335000	958.0		
T	2014-02-01 18:55:19.074	43.150320000	-88.263016000	958.0		
T	2014-02-01 18:55:20.105	43.150164000	-88.262709000	958.0		
T	2014-02-01 18:55:20.442	43.150164000	-88.262709000	958.0		
T	2014-02-01 18:55:21.125	43.150019000	-88.262427000	958.0		
T	2014-02-01 18:55:22.025	43.149860000	-88.262116000	958.0		
T	2014-02-01 18:55:23.128	43.149713000	-88.261822000	958.0		
T	2014-02-01 18:55:24.112	43.149559000	-88.261526000	958.0		
T	2014-02-01 18:55:25.111	43.149393000	-88.261209000	958.0		
T	2014-02-01 18:55:25.49	43.149393000	-88.261209000	958.0		
T	2014-02-01 18:55:26.313	43.149247000	-88.260925000	958.0		
T	2014-02-01 18:55:27.11	43.149083000	-88.260596000	958.0		
T	2014-02-01 18:55:28.024	43.148926000	-88.260283000	958.0		
T	2014-02-01 18:55:29.12	43.148788000	-88.260019000	958.0		
T	2014-02-01 18:55:30.024	43.148629000	-88.259713000	958.0		
T	2014-02-01 18:55:30.512	43.148629000	-88.259713000	958.0		
T	2014-02-01 18:55:31.088	43.148488000	-88.259429000	958.0		
T	2014-02-01 18:55:32.09	43.148333000	-88.259125000	958.0		
T	2014-02-01 18:55:33.026	43.148181000	-88.258821000	958.0		
T	2014-02-01 18:55:34.06	43.148037000	-88.258541000	958.0		
T	2014-02-01 18:55:35.121	43.147896000	-88.258255000	958.0		
T	2014-02-01 18:55:35.665	43.147896000	-88.258255000	958.0		
T	2014-02-01 18:55:36.113	43.147749000	-88.257966000	958.0		
T	2014-02-01 18:55:37.209	43.147609000	-88.257721000	958.0		
T	2014-02-01 18:55:38.025	43.147460000	-88.257434000	958.0		
T	2014-02-01 18:55:39.11	43.147323000	-88.257159000	958.0		
T	2014-02-01 18:55:40.323	43.147176000	-88.256872000	958.0		
T	2014-02-01 18:55:40.772	43.147176000	-88.256872000	958.0		
T	2014-02-01 18:55:41.094	43.147029000	-88.256581000	958.0		
T	2014-02-01 18:55:42.04	43.146896000	-88.256319000	958.0		
T	2014-02-01 18:55:43.095	43.146739000	-88.256026000	958.0		
T	2014-02-01 18:55:44.104	43.146600000	-88.255750000	958.0		
T	2014-02-01 18:55:45.112	43.146469000	-88.255492000	958.0		
T	2014-02-01 18:55:45.971	43.146469000	-88.255492000	958.0		
T	2014-02-01 18:55:46.128	43.146326000	-88.255209000	958.7		
T	2014-02-01 18:55:47.097	43.146187000	-88.254938000	960.0		
T	2014-02-01 18:55:48.025	43.146043000	-88.254657000	958.7		
T	2014-02-01 18:55:49.048	43.145897000	-88.254363000	960.6		
T	2014-02-01 18:55:50.102	43.145765000	-88.254100000	961.9		
T	2014-02-01 18:55:51.083	43.145765000	-88.254100000	961.9		
T	2014-02-01 18:55:51.216	43.145614000	-88.253805000	963.9		
T	2014-02-01 18:55:52.081	43.145469000	-88.253516000	966.2		
T	2014-02-01 18:55:53.078	43.145355000	-88.253292000	967.8		
T	2014-02-01 18:55:54.087	43.145239000	-88.253056000	968.2		
T	2014-02-01 18:55:55.024	43.145141000	-88.252871000	968.5		
T	2014-02-01 18:55:56.027	43.145044000	-88.252677000	967.8		
T	2014-02-01 18:55:56.332	43.145044000	-88.252677000	967.8		
T	2014-02-01 18:55:57.111	43.144938000	-88.252473000	968.5		
T	2014-02-01 18:55:58.103	43.144847000	-88.252291000	968.2		
T	2014-02-01 18:55:59.112	43.144739000	-88.252073000	967.8		
T	2014-02-01 18:56:00.293	43.144635000	-88.251884000	967.8		
T	2014-02-01 18:56:01.165	43.144549000	-88.251720000	967.8		
T	2014-02-01 18:56:01.363	43.144549000	-88.251720000	967.8		
T	2014-02-01 18:56:02.16	43.144456000	-88.251539000	967.8		
T	2014-02-01 18:56:03.089	43.144373000	-88.251381000	967.8		
T	2014-02-01 18:56:04.058	43.144280000	-88.251199000	967.8		
T	2014-02-01 18:56:05.024	43.144169000	-88.251002000	967.8		
T	2014-02-01 18:56:06.061	43.144077000	-88.250818000	967.8		
T	2014-02-01 18:56:06.457	43.144077000	-88.250818000	967.8		
T	2014-02-01 18:56:07.097	43.143969000	-88.250604000	967.8		
T	2014-02-01 18:56:08.063	43.143861000	-88.250385000	969.8		
T	2014-02-01 18:56:09.023	43.143758000	-88.250175000	969.5		
T	2014-02-01 18:56:10.109	43.143639000	-88.249937000	970.8		
T	2014-02-01 18:56:11.082	43.143534000	-88.249740000	970.1		
T	2014-02-01 18:56:11.571	43.143534000	-88.249740000	970.1		
T	2014-02-01 18:56:12.033	43.143415000	-88.249518000	970.5		
T	2014-02-01 18:56:13.119	43.143286000	-88.249280000	970.8		
T	2014-02-01 18:56:14.022	43.143177000	-88.249057000	967.8		
T	2014-02-01 18:56:15.039	43.143056000	-88.248815000	963.6		
T	2014-02-01 18:56:16.031	43.142938000	-88.248588000	959.6		
T	2014-02-01 18:56:16.703	43.142938000	-88.248588000	959.6		
T	2014-02-01 18:56:17.577	43.142823000	-88.248368000	958.0		
T	2014-02-01 18:56:18.085	43.142691000	-88.248107000	958.0		
T	2014-02-01 18:56:19.081	43.142579000	-88.247890000	958.0		
T	2014-02-01 18:56:20.103	43.142461000	-88.247663000	958.0		
T	2014-02-01 18:56:21.121	43.142343000	-88.247430000	958.0		
T	2014-02-01 18:56:21.311	43.142343000	-88.247430000	958.0		
T	2014-02-01 18:56:22.161	43.142236000	-88.247220000	958.0		
T	2014-02-01 18:56:23.024	43.142109000	-88.246972000	956.7		
T	2014-02-01 18:56:24.024	43.141991000	-88.246730000	954.7		
T	2014-02-01 18:56:25.136	43.141880000	-88.246509000	954.4		
T	2014-02-01 18:56:26.072	43.141752000	-88.246260000	952.1		
T	2014-02-01 18:56:26.296	43.141752000	-88.246260000	952.1		
T	2014-02-01 18:56:27.119	43.141644000	-88.246047000	951.4		
T	2014-02-01 18:56:28.121	43.141534000	-88.245838000	951.4		
T	2014-02-01 18:56:29.112	43.141428000	-88.245624000	951.4		
T	2014-02-01 18:56:30.087	43.141341000	-88.245453000	951.1		
T	2014-02-01 18:56:31.087	43.141236000	-88.245262000	949.5		
T	2014-02-01 18:56:31.355	43.141236000	-88.245262000	949.5		
T	2014-02-01 18:56:32.113	43.141137000	-88.245080000	948.5		
T	2014-02-01 18:56:33.11	43.141052000	-88.244892000	949.1		
T	2014-02-01 18:56:34.33	43.140951000	-88.244685000	949.5		
T	2014-02-01 18:56:35.068	43.140863000	-88.244511000	948.5		
T	2014-02-01 18:56:36.022	43.140765000	-88.244323000	948.2		
T	2014-02-01 18:56:36.419	43.140765000	-88.244323000	948.2		
T	2014-02-01 18:56:37.128	43.140686000	-88.244152000	948.2		
T	2014-02-01 18:56:38.022	43.140602000	-88.243986000	948.2		
T	2014-02-01 18:56:39.093	43.140517000	-88.243831000	948.2		
T	2014-02-01 18:56:40.023	43.140426000	-88.243649000	948.2		
T	2014-02-01 18:56:41.089	43.140337000	-88.243484000	948.2		
T	2014-02-01 18:56:41.492	43.140337000	-88.243484000	948.2		
T	2014-02-01 18:56:42.283	43.140247000	-88.243320000	947.8		
T	2014-02-01 18:56:43.07	43.140173000	-88.243198000	947.5		
T	2014-02-01 18:56:44.031	43.140094000	-88.243051000	948.2		
T	2014-02-01 18:56:45.168	43.140059000	-88.242984000	947.5		
T	2014-02-01 18:56:46.118	43.140019000	-88.242936000	946.9		
T	2014-02-01 18:56:46.439	43.140019000	-88.242936000	946.9		
T	2014-02-01 18:56:47.086	43.139982000	-88.242886000	946.2		
T	2014-02-01 18:56:48.12	43.139964000	-88.242860000	945.9		
T	2014-02-01 18:56:49.024	43.139968000	-88.242847000	945.5		
T	2014-02-01 18:56:50.023	43.139961000	-88.242836000	945.5		
T	2014-02-01 18:56:51.598	43.139968000	-88.242830000	945.5		
T	2014-02-01 18:56:52.104	43.139971000	-88.242828000	945.5		
T	2014-02-01 18:56:53.107	43.139973000	-88.242827000	945.5		
T	2014-02-01 18:56:54.119	43.139981000	-88.242828000	945.5		
T	2014-02-01 18:56:56.618	43.139987000	-88.242830000	945.5		
